algo,dataset,variant,mode,ram_cap_bytes,params_json,threads,trial,recall1,recall10,recall100,qps,mean_ms,p50_ms,p95_ms,p99_ms,p999_ms,bytes_read_total,bytes_read_per_query,bytes_per_query_app,ios_total,ios_per_query,simd_distance_calls,simd_avoided,cpu_user_s,cpu_sys_s,peak_rss_mb,wall_s,commit_sha
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 150, ""W"": 1}",1,3,,99.682,,95.5279312133789,10.4672433,,11.294,,21.183,6904279040,690427.9,638764.2,655,155.9483,,,5.66,3.71,779.1,107.117,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 150, ""W"": 2}",1,1,,99.687,,161.7454376220703,6.1817005,,6.748,,11.817,6913007616,691300.8,651080.1,654,158.9551,,,5.07,3.26,780.0,64.245,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 150, ""W"": 2}",1,2,,99.687,,162.18045043945312,6.1651204,,6.698,,11.413,6913273856,691327.4,651080.1,654,158.9551,,,5.09,3.17,778.8,64.065,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 150, ""W"": 2}",1,3,,99.687,,162.20932006835938,6.1639868,,6.727,,11.057,6913343488,691334.3,651080.1,655,158.9551,,,5.14,3.24,778.2,64.139,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 150, ""W"": 4}",1,1,,99.693,,264.1711120605469,3.7846045,,4.211,,7.956,6936903680,693690.4,676742.3,655,165.2203,,,5.03,2.78,779.2,40.319,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 150, ""W"": 4}",1,2,,99.693,,262.9045715332031,3.8027803,,4.292,,8.178,6935134208,693513.4,676742.3,654,165.2203,,,5.16,2.74,780.2,40.432,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 150, ""W"": 4}",1,3,,99.693,,263.3857727050781,3.7958695,,4.275,,8.555,6935576576,693557.7,676742.3,654,165.2203,,,5.03,2.81,780.1,40.379,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 1}",1,1,,99.834,,72.10079956054688,13.8685453,,14.964,,24.227,8898195456,889819.5,842908.9,654,205.7883,,,7.15,4.7,779.0,141.16,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 1}",1,2,,99.834,,71.94268798828125,13.8990401,,15.046,,25.47,8898543616,889854.4,842908.9,654,205.7883,,,7.26,4.68,778.9,141.434,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 1}",1,3,,99.834,,71.61597442626953,13.9623878,,15.066,,23.756,8899104768,889910.5,842908.9,654,205.7883,,,7.61,5.09,778.4,142.09,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 2}",1,1,,99.838,,122.39741516113281,8.1691385,,8.896,,14.584,8906629120,890662.9,854899.1,654,208.7156,,,6.55,4.12,777.8,84.173,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 2}",1,2,,99.838,,122.58589172363281,8.1565725,,8.873,,14.694,8906383360,890638.3,854899.1,654,208.7156,,,6.36,4.21,777.7,84.032,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 2}",1,3,,99.838,,122.87747192382812,8.137224699999999,,8.851,,15.408,8905134080,890513.4,854899.1,654,208.7156,,,6.23,4.1,779.5,83.843,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 4}",1,1,,99.841,,202.3721160888672,4.9405019,,5.514,,9.335,8922013696,892201.4,879770.0,654,214.7876,,,6.12,3.52,779.1,51.867,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 4}",1,2,,99.841,,202.37713623046875,4.9404176,,5.488,,9.414,8925118464,892511.8,879770.0,655,214.7876,,,6.22,3.42,779.2,51.845,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 200, ""W"": 4}",1,3,,99.841,,202.31838989257812,4.9418585,,5.515,,9.503,8921518080,892151.8,879770.0,654,214.7876,,,6.21,3.39,779.7,51.837,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 1}",1,1,,99.932,,48.33340072631836,20.6886737,,22.426,,32.573,12891705344,1289170.5,1251629.5,654,305.5736,,,9.96,6.76,779.4,209.338,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 1}",1,2,,99.932,,48.29187774658203,20.7064251,,22.346,,32.818,12892979200,1289297.9,1251629.5,654,305.5736,,,10.15,6.8,779.1,209.517,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 1}",1,3,,99.932,,48.3151969909668,20.6964312,,22.31,,33.906,12892897280,1289289.7,1251629.5,654,305.5736,,,9.93,6.98,779.9,209.436,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 2}",1,1,,99.933,,80.45533752441406,12.4282628,,13.21,,78.257,12898230272,1289823.0,1263135.9,655,308.3828,,,8.92,5.85,779.1,126.855,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 2}",1,2,,99.933,,82.55001831054688,12.1128482,,13.184,,19.18,12898230272,1289823.0,1263135.9,655,308.3828,,,9.01,5.89,778.7,123.603,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 2}",1,3,,99.933,,82.51644897460938,12.1177661,,13.128,,20.536,12898230272,1289823.0,1263135.9,655,308.3828,,,8.82,5.86,780.1,123.611,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 4}",1,1,,99.933,,137.73529052734375,7.2594128,,8.078,,13.638,12911206400,1291120.6,1286966.1,655,314.2007,,,8.4,4.95,778.6,75.045,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 4}",1,2,,99.933,,137.4619140625,7.2738234,,8.121,,12.887,12911140864,1291114.1,1286966.1,654,314.2007,,,8.46,4.93,780.6,75.133,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,warm,,"{""L"": 300, ""W"": 4}",1,3,,99.933,,137.78768920898438,7.2566334999999995,,8.07,,12.767,12908388352,1290838.8,1286966.1,654,314.2007,,,8.43,4.87,779.8,74.969,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 10}",1,1,80.51,75.678,,2040.5278,0.4901,0.4332,0.8993,1.3801,2.1195,2286260224,228626.0,1834845.4,4713,10.0,,18582487,2.15,4.99,78.2,5.293,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 10}",1,2,80.51,75.678,,2003.7387,0.4991,0.4409,0.9247,1.3485,2.0647,2289459200,228945.9,1834845.4,4713,10.0,,18583069,2.22,5.07,78.5,5.371,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 10}",1,3,80.51,75.678,,1988.3808,0.5029,0.4484,0.9048,1.345,2.0802,2288087040,228808.7,1834845.4,4713,10.0,,18581881,2.33,5.11,78.2,5.443,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 15}",1,1,86.01,81.961,,1577.0965,0.6341,0.5786,1.0837,1.5826,2.6017,2761371648,276137.2,2728652.4,4713,15.0,,30445744,2.79,6.44,83.0,6.725,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 15}",1,2,86.01,81.961,,1593.8912,0.6274,0.5743,1.0615,1.5514,2.7226,2761687040,276168.7,2728652.4,4713,15.0,,30444908,2.79,6.32,82.8,6.674,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 15}",1,3,86.01,81.961,,1585.9105,0.6306,0.574,1.093,1.6099,2.6428,2761420800,276142.1,2728652.4,4713,15.0,,30448690,2.81,6.35,83.0,6.689,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 20}",1,1,89.11,85.753,,1336.2282,0.7484,0.6863,1.2424,1.8143,2.903,3213799424,321379.9,3614573.4,4713,20.0,,43219622,3.33,7.5,87.8,7.894,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 20}",1,2,89.11,85.753,,1328.077,0.753,0.6888,1.2845,1.829,2.9041,3209920512,320992.1,3614573.4,4713,20.0,,43220152,3.39,7.59,87.0,7.936,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 20}",1,3,89.11,85.753,,1310.8767,0.7628,0.6986,1.2662,1.8522,2.976,3213344768,321334.5,3614573.4,4713,20.0,,43219300,3.36,7.72,87.8,8.039,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 25}",1,1,91.16,88.353,,1082.5306,0.9238,0.8402,1.5471,2.273,3.2057,3738451968,373845.2,4490868.3,4713,25.0,,56722849,4.11,9.33,92.0,9.634,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 25}",1,2,91.16,88.353,,1097.5943,0.9111,0.827,1.5442,2.2775,3.3358,3731578880,373157.9,4490868.3,4713,25.0,,56717930,4.08,9.21,92.2,9.531,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 25}",1,3,91.16,88.353,,1067.0806,0.9371,0.8463,1.5834,2.3507,3.5468,3731279872,373128.0,4490868.3,4713,25.0,,56724400,4.31,9.45,92.5,9.772,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 30}",1,1,92.63,90.128,,949.155,1.0536,0.9566,1.7634,2.5628,3.6645,4260478976,426047.9,5360564.6,4713,30.0,,70854638,4.81,10.55,96.8,10.934,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 30}",1,2,92.63,90.128,,935.0216,1.0695,0.9649,1.8056,2.6597,3.7857,4307726336,430772.6,5360564.6,4713,30.0,,70851653,4.78,10.82,97.0,11.08,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 30}",1,3,92.63,90.128,,948.5987,1.0542,0.952,1.7807,2.6016,3.7532,4258086912,425808.7,5360564.6,4713,30.0,,70847615,4.69,10.58,97.0,10.931,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 35}",1,1,93.67,91.499,,827.2052,1.2089,1.0873,2.0385,2.8568,3.8418,4796182528,479618.3,6224980.4,4713,35.0,,85471831,5.41,12.13,100.8,12.476,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 35}",1,2,93.67,91.499,,822.6509,1.2156,1.0869,2.0648,3.0482,4.3538,4796768256,479676.8,6224980.4,4713,35.0,,85472793,5.45,12.21,101.5,12.558,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 35}",1,3,93.67,91.499,,830.8913,1.2035,1.0771,2.0246,2.9357,4.1455,4801638400,480163.8,6224980.4,4715,35.0,,85457863,5.32,12.05,101.5,12.447,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 40}",1,1,94.34,92.549,,739.2804,1.3527,1.2087,2.289,3.3037,4.7234,5503537152,550353.7,7084514.9,4715,40.0,,100678507,5.91,13.62,105.5,13.917,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 40}",1,2,94.34,92.549,,733.0681,1.3641,1.2225,2.2992,3.2673,4.4125,5534818304,553481.8,7084514.9,4715,40.0,,100677716,6.03,13.69,105.8,14.038,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 40}",1,3,94.34,92.549,,732.118,1.3659,1.2239,2.304,3.327,4.1538,5540216832,554021.7,7084514.9,4715,40.0,,100673312,6.07,13.71,105.5,14.048,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 50}",1,1,95.55,94.044,,586.9961,1.7036,1.5349,2.8601,4.1166,5.5349,6635814912,663581.5,8788229.7,4715,50.0,,132314440,7.5,17.12,114.8,17.433,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 50}",1,2,95.55,94.044,,594.3805,1.6824,1.5213,2.8173,3.9786,5.2618,6638518272,663851.8,8788229.7,4715,50.0,,132308375,7.35,16.92,115.0,17.209,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 50}",1,3,95.55,94.044,,595.8755,1.6782,1.5155,2.8155,4.0136,5.5716,6711640064,671164.0,8788229.7,4715,50.0,,132297718,7.38,16.91,115.0,17.182,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 70}",1,1,96.98,95.858,,419.213,2.3854,2.1638,3.9237,5.505,7.6106,9652293632,965229.4,12156692.1,4715,70.0,,199692798,10.22,24.01,132.5,24.246,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 70}",1,2,96.98,95.858,,420.1384,2.3802,2.16,3.9247,5.3988,6.9999,9649688576,964968.9,12156692.1,4715,70.0,,199693748,10.25,23.99,133.2,24.209,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 70}",1,3,96.98,95.858,,419.0308,2.3865,2.1623,3.9406,5.4816,6.9655,9657409536,965741.0,12156692.1,4715,70.0,,199706293,10.36,24.01,132.5,24.272,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 100}",1,1,98.01,97.158,,285.5622,3.5019,3.2306,5.6394,7.1856,9.7273,30529945600,3052994.6,17136076.4,9214,100.0,,309474630,15.1,35.13,160.2,35.428,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 100}",1,2,98.01,97.158,,286.2144,3.4939,3.2198,5.5723,7.2664,8.7225,15272144896,1527214.5,17136076.4,4715,100.0,,309496718,15.01,35.14,159.2,35.345,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 100}",1,3,98.01,97.158,,287.9035,3.4734,3.2079,5.5433,7.1083,9.7131,15261761536,1526176.2,17136076.4,4715,100.0,,309470116,14.82,34.95,159.8,35.149,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 150}",1,1,98.43,98.029,,184.385,5.4234,5.1389,8.0879,9.9942,12.0802,28072706048,2807270.6,25298538.5,4715,150.0,,508611807,22.57,54.4,203.8,54.644,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 150}",1,2,98.43,98.029,,181.758,5.5018,5.2228,8.2094,10.1155,13.5841,28088705024,2808870.5,25298538.5,4715,150.0,,508610600,23.08,55.17,203.5,55.419,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 150}",1,3,98.43,98.029,,183.348,5.4541,5.1629,8.1244,10.0151,12.6261,28106792960,2810679.3,25298538.5,4715,150.0,,508645305,22.84,54.67,203.5,54.95,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 200}",1,1,98.67,98.409,,134.4403,7.4382,7.0931,10.7519,12.7828,15.3721,45111877632,4511187.8,33347978.9,4715,200.0,,723756308,30.24,74.53,247.2,74.801,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 200}",1,2,98.67,98.409,,134.3094,7.4455,7.1084,10.8191,12.7845,16.2127,45088030720,4508803.1,33347978.9,4715,200.0,,723713353,30.18,74.63,247.2,74.87,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 200}",1,3,98.67,98.409,,133.0231,7.5175,7.1825,10.8657,12.8716,15.3022,90265808896,9026580.9,33347978.9,9272,200.0,,723670847,30.95,75.34,247.2,75.594,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 300}",1,1,98.84,98.704,,86.8079,11.5197,11.1159,16.1504,18.4645,23.6981,190363881472,19036388.1,49240021.4,9214,300.0,,1185868697,44.08,115.31,335.2,115.622,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 300}",1,2,98.84,98.704,,86.3776,11.5771,11.2005,16.1723,18.5112,21.913,95357702144,9535770.2,49240021.4,4715,300.0,,1186115050,44.38,115.87,335.0,116.232,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 300}",1,3,98.84,98.704,,86.523,11.5576,11.1412,16.2718,18.4594,21.9815,95279267840,9527926.8,49240021.4,4715,300.0,,1186190098,44.04,115.69,334.8,116.001,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 500}",1,1,98.86,98.853,,47.8827,20.8844,20.1385,28.9077,35.8047,53.1806,274080509952,27408051.0,80516422.9,4715,500.0,,2200547448,69.04,209.0,508.5,209.277,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 500}",1,2,98.86,98.853,,47.8098,20.9162,20.2778,28.8422,34.6431,50.3154,273649868800,27364986.9,80516422.9,4715,500.0,,2201018102,69.41,209.23,509.0,209.605,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 500}",1,3,98.86,98.853,,47.8727,20.8887,20.1973,28.8707,34.59,52.4565,273439498240,27343949.8,80516422.9,4715,500.0,,2200869187,69.19,208.97,508.8,209.324,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 750}",1,1,98.88,98.881,,24.8075,40.3104,37.3542,65.9529,91.5233,137.7599,858763649024,85876364.9,119079824.6,4715,750.0,,3574285755,99.18,403.26,721.0,403.584,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 750}",1,2,98.88,98.881,,24.6848,40.5107,37.2623,66.3333,95.8974,147.2328,862486011904,86248601.2,119079824.6,4715,750.0,,3577139059,100.27,405.35,720.8,405.547,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 750}",1,3,98.88,98.881,,24.5927,40.6626,37.6552,66.8746,96.7959,139.6627,865668874240,86566887.4,119079824.6,4715,750.0,,3579693881,100.68,406.8,721.0,407.073,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 1000}",1,1,98.88,98.889,,13.2796,75.3032,68.0511,137.9226,193.0383,256.7941,2134778929152,213477892.9,157302132.7,4715,1000.0,,5037838289,129.25,753.02,933.5,753.495,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 1000}",1,2,98.88,98.889,,13.3569,74.8677,67.8805,135.0002,183.7935,262.3233,2118129344512,211812934.5,157302132.7,4715,1000.0,,5036801330,128.03,748.73,932.2,749.188,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 1000}",1,3,98.88,98.889,,13.2339,75.5638,68.7999,135.3327,182.8656,266.5096,2152915935232,215291593.5,157302132.7,4715,1000.0,,5040469152,129.14,755.63,932.8,756.086,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 1}",1,1,,79.128,,740.2939453125,1.3501087,,1.684,,8.802,1405853696,140585.4,73893.1,861,18.0403,,,1.03,0.71,630.2,14.13,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 1}",1,2,,79.128,,748.2760009765625,1.3356697,,1.683,,4.093,1405853696,140585.4,73893.1,861,18.0403,,,1.18,0.7,630.1,14.004,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 1}",1,3,,79.128,,736.8989868164062,1.3563144999999999,,1.688,,6.499,1404940288,140494.0,73893.1,860,18.0403,,,1.11,0.72,629.6,14.157,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 2}",1,1,,80.444,,1010.6412963867188,0.9887564,,1.256,,3.601,1568206848,156820.7,90361.4,860,22.0609,,,1.14,0.75,630.3,10.478,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 2}",1,2,,80.444,,1007.6614990234375,0.9916931,,1.265,,3.62,1569050624,156905.1,90361.4,860,22.0609,,,1.12,0.72,630.0,10.522,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 2}",1,3,,80.444,,1006.5598754882812,0.9927670000000001,,1.263,,3.84,1568280576,156828.1,90361.4,860,22.0609,,,1.11,0.75,630.3,10.536,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 4}",1,1,,82.401,,1117.4810791015625,0.8941685,,1.125,,3.336,1918603264,191860.3,125155.3,861,30.5555,,,1.32,0.75,630.0,9.521,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 4}",1,2,,82.401,,1114.4700927734375,0.8965816999999999,,1.128,,3.584,1918603264,191860.3,125155.3,861,30.5555,,,1.31,0.79,630.0,9.589,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 4}",1,3,,82.401,,1104.4140625,0.9047293,,1.153,,3.217,1916256256,191625.6,125155.3,860,30.5555,,,1.36,0.78,629.8,9.661,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 1}",1,1,,90.878,,488.22491455078125,2.0474692,,2.385,,12.11,1792741376,179274.1,112566.3,860,27.482,,,1.52,0.9,629.8,21.065,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 1}",1,2,,90.878,,480.1127624511719,2.08208,,2.376,,6.815,1792278528,179227.9,112566.3,860,27.482,,,1.49,0.92,629.8,21.4,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 1}",1,3,,90.878,,482.455322265625,2.0719731,,2.364,,42.939,1792053248,179205.3,112566.3,860,27.482,,,1.45,0.93,630.3,21.326,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 2}",1,1,,91.39,,727.3982543945312,1.3740325,,1.649,,5.133,1945174016,194517.4,127905.4,860,31.2269,,,1.47,0.86,630.2,14.323,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 2}",1,2,,91.39,,729.65087890625,1.3697658,,1.645,,4.764,1944940544,194494.1,127905.4,860,31.2269,,,1.44,0.87,630.3,14.294,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 2}",1,3,,91.39,,726.5614013671875,1.3756161999999998,,1.645,,3.774,1946132480,194613.2,127905.4,861,31.2269,,,1.44,0.94,630.0,14.432,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 4}",1,1,,92.312,,893.8261108398438,1.1180310999999998,,1.38,,4.02,2271526912,227152.7,160444.4,861,39.171,,,1.54,0.93,630.3,11.775,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 4}",1,2,,92.312,,899.55029296875,1.1109327,,1.369,,3.667,2270826496,227082.6,160444.4,861,39.171,,,1.6,0.89,630.6,11.688,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_fp32_pq64,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 4}",1,3,,92.312,,895.3408813476562,1.1161701,,1.39,,4.327,2271522816,227152.3,160444.4,861,39.171,,,1.58,0.92,630.2,11.743,bb380a795cd44062da32056f57301d3566b0f422
