algo,dataset,variant,mode,ram_cap_bytes,params_json,threads,trial,recall1,recall10,recall100,qps,mean_ms,p50_ms,p95_ms,p99_ms,p999_ms,bytes_read_total,bytes_read_per_query,bytes_per_query_app,ios_total,ios_per_query,simd_distance_calls,simd_avoided,cpu_user_s,cpu_sys_s,peak_rss_mb,wall_s,commit_sha
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 4}",1,1,,95.198,,731.3599853515625,1.3665737,,1.611,,4.866,2641371136,264137.1,197765.9,861,48.2827,,,1.78,1.04,626.2,14.209,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 4}",1,2,,95.198,,726.3107299804688,1.3760602,,1.635,,4.871,2639769600,263977.0,197765.9,860,48.2827,,,1.77,1.09,627.3,14.281,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 4}",1,3,,95.198,,730.0433959960938,1.3690409,,1.615,,4.018,2641371136,264137.1,197765.9,861,48.2827,,,1.82,1.01,625.8,14.257,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 1}",1,1,,97.377,,243.1224365234375,4.1123275,,4.431,,19.185,2983223296,298322.3,232067.5,860,56.6571,,,2.37,1.58,625.9,41.685,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 1}",1,2,,97.377,,244.84378051757812,4.0834218,,4.392,,22.23,2984394752,298439.5,232067.5,861,56.6571,,,2.36,1.49,626.1,41.391,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 1}",1,3,,97.377,,241.1355743408203,4.146229,,4.436,,49.224,2984390656,298439.1,232067.5,861,56.6571,,,2.35,1.53,626.4,41.998,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 2}",1,1,,97.445,,391.88037109375,2.5510278,,2.824,,6.662,3123597312,312359.7,245988.1,861,60.0557,,,2.21,1.33,625.9,26.028,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 2}",1,2,,97.445,,390.98028564453125,2.5568999,,2.816,,7.188,3123593216,312359.3,245988.1,861,60.0557,,,2.19,1.31,626.7,26.094,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 2}",1,3,,97.445,,385.52374267578125,2.5930804,,2.888,,9.625,3123593216,312359.3,245988.1,861,60.0557,,,2.18,1.39,626.6,26.492,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 4}",1,1,,97.612,,548.9855346679688,1.8207616,,2.076,,5.554,3411484672,341148.5,274930.5,860,67.1217,,,2.25,1.34,626.6,18.737,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 4}",1,2,,97.612,,550.8764038085938,1.8145137999999998,,2.062,,5.846,3413016576,341301.7,274930.5,861,67.1217,,,2.3,1.3,626.4,18.694,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 4}",1,3,,97.612,,549.9893798828125,1.8174434000000002,,2.083,,5.617,3411988480,341198.8,274930.5,860,67.1217,,,2.3,1.29,626.4,18.744,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 1}",1,1,,98.709,,169.83822631835938,5.8870925,,6.227,,44.634,3996971008,399697.1,333325.5,861,81.3783,,,3.29,2.14,626.7,59.437,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 1}",1,2,,98.709,,170.3997802734375,5.8677186,,6.29,,48.024,3996258304,399625.8,333325.5,860,81.3783,,,3.1,1.99,625.8,59.209,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 1}",1,3,,98.709,,170.00990295410156,5.8811639,,6.314,,16.263,3996962816,399696.3,333325.5,861,81.3783,,,3.34,2.16,625.9,59.416,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,1,,98.716,,282.3812255859375,3.5404989999999996,,3.877,,7.785,8252252160,825225.2,346594.1,1563,84.6177,,,2.81,1.83,626.5,35.945,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,2,,98.716,,281.9985046386719,3.5453024999999996,,3.886,,7.767,4129652736,412965.3,346594.1,861,84.6177,,,2.85,1.84,625.9,35.998,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,3,,98.716,,282.6231689453125,3.5374859,,3.875,,7.709,4129488896,412948.9,346594.1,860,84.6177,,,2.82,1.78,626.7,35.907,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,1,,98.79,,415.184326171875,2.4077507999999996,,2.763,,6.492,4403310592,440331.1,374326.9,860,91.3884,,,2.97,1.71,626.6,24.619,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,2,,98.79,,417.81500244140625,2.3926164,,2.7,,6.975,4402933760,440293.4,374326.9,860,91.3884,,,2.89,1.69,626.5,24.466,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,3,,98.79,,417.2247619628906,2.3960030999999997,,2.689,,7.012,4406194176,440619.4,374326.9,860,91.3884,,,2.9,1.69,626.6,24.494,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,1,,99.246,,131.50051879882812,7.6036447,,8.085,,71.726,5013401600,501340.2,434979.2,860,106.1961,,,3.91,2.49,626.6,76.585,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,2,,99.246,,131.20472717285156,7.6208149,,8.089,,43.609,5013508096,501350.8,434979.2,861,106.1961,,,3.91,2.62,626.7,76.834,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,3,,99.246,,131.0582733154297,7.6293489,,8.121,,66.157,5012254720,501225.5,434979.2,860,106.1961,,,3.79,2.55,626.7,76.817,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,1,,99.257,,219.48126220703125,4.5553417,,4.985,,10.147,5139447808,513944.8,447804.2,860,109.3272,,,3.48,2.31,626.8,46.146,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,2,,99.257,,220.2058563232422,4.5403845,,4.937,,10.892,5141757952,514175.8,447804.2,861,109.3272,,,3.54,2.23,626.7,45.947,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,3,,99.257,,220.90457153320312,4.5260034,,4.946,,10.205,5139005440,513900.5,447804.2,860,109.3272,,,3.44,2.27,626.3,45.826,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,1,,99.281,,334.8317565917969,2.9857104,,3.353,,7.733,5408067584,540806.8,474622.4,860,115.8746,,,3.56,2.05,626.6,30.405,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,2,,99.281,,335.8372497558594,2.9767609000000004,,3.334,,7.9,5409435648,540943.6,474622.4,860,115.8746,,,3.46,2.05,626.0,30.298,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,3,,99.281,,336.5503234863281,2.970455,,3.309,,7.118,5405982720,540598.3,474622.4,860,115.8746,,,3.51,2.03,626.1,30.25,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,1,,99.682,,90.05721282958984,11.1031515,,11.742,,83.169,7051362304,705136.2,638764.2,861,155.9483,,,5.34,3.62,626.1,111.574,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,2,,99.682,,89.96063995361328,11.1150725,,11.827,,62.205,7049904128,704990.4,638764.2,860,155.9483,,,5.42,3.68,626.7,111.723,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,3,,99.682,,89.83745574951172,11.130280500000001,,11.809,,57.016,7051358208,705135.8,638764.2,861,155.9483,,,5.39,3.84,626.9,111.844,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,1,,99.687,,152.77703857421875,6.544645099999999,,7.156,,14.209,7174524928,717452.5,651080.1,861,158.9551,,,4.78,3.18,626.7,65.978,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,2,,99.687,,153.00961303710938,6.5346544,,7.141,,12.736,7174516736,717451.7,651080.1,861,158.9551,,,4.69,3.23,626.5,65.885,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,3,,99.687,,153.14761352539062,6.5288126,,7.121,,11.787,7174516736,717451.7,651080.1,861,158.9551,,,4.61,3.19,626.6,65.83,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,1,,99.693,,241.7135772705078,4.1362981,,4.614,,8.502,7430586368,743058.6,676742.3,860,165.2203,,,4.61,2.79,626.5,41.896,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,2,,99.693,,242.92428588867188,4.1156925,,4.556,,9.427,7431135232,743113.5,676742.3,861,165.2203,,,4.58,2.72,626.4,41.685,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,3,,99.693,,241.4225616455078,4.1412864,,4.565,,10.426,7431135232,743113.5,676742.3,861,165.2203,,,4.71,2.71,627.1,41.944,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,1,,99.834,,68.21061706542969,14.6595586,,15.497,,82.842,9092804608,909280.5,842908.9,861,205.7883,,,6.87,4.94,626.3,147.128,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,2,,99.834,,68.45869445800781,14.606429200000001,,15.496,,97.265,9091698688,909169.9,842908.9,860,205.7883,,,6.91,4.81,626.2,146.59,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,3,,99.834,,68.5302963256836,14.5911466,,15.436,,80.614,9091670016,909167.0,842908.9,860,205.7883,,,6.69,4.83,626.1,146.458,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,1,,99.838,,117.48220825195312,8.511076,,9.212,,18.126,9212481536,921248.2,854899.1,860,208.7156,,,5.88,4.06,626.4,85.652,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,2,,99.838,,117.79278564453125,8.4886035,,9.198,,15.485,9210638336,921063.8,854899.1,860,208.7156,,,5.9,4.07,626.8,85.413,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,3,,99.838,,117.94681549072266,8.4775174,,9.188,,15.579,9212706816,921270.7,854899.1,860,208.7156,,,5.87,4.14,626.6,85.345,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,1,,99.841,,188.7635955810547,5.2967751,,5.921,,11.639,9456943104,945694.3,879770.0,860,214.7876,,,5.75,3.53,626.7,53.503,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,2,,99.841,,189.5962677001953,5.2734969000000005,,5.813,,13.15,18912768000,1891276.8,879770.0,1505,214.7876,,,5.62,3.56,626.5,53.286,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,3,,99.841,,188.657958984375,5.299703,,5.862,,12.506,9458053120,945805.3,879770.0,860,214.7876,,,5.82,3.42,626.6,53.535,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,1,,99.932,,46.26382827758789,21.614198599999998,,22.871,,105.63,13180014592,1318001.5,1251629.5,861,305.5736,,,9.51,6.97,626.8,216.68,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,2,,99.932,,46.216461181640625,21.6363161,,22.962,,92.093,13179400192,1317940.0,1251629.5,860,305.5736,,,9.44,7.08,627.2,216.908,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,3,,99.932,,46.18372344970703,21.6516718,,23.103,,84.285,13180010496,1318001.0,1251629.5,861,305.5736,,,9.38,6.99,627.2,217.065,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,1,,99.933,,80.42108917236328,12.43365,,13.421,,23.926,13294653440,1329465.3,1263135.9,860,308.3828,,,8.08,5.83,626.6,124.861,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,2,,99.933,,80.11750030517578,12.4807578,,13.433,,24.076,13295075328,1329507.5,1263135.9,861,308.3828,,,8.07,5.96,626.9,125.344,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,3,,99.933,,80.17179107666016,12.4723081,,13.476,,24.561,13292138496,1329213.8,1263135.9,860,308.3828,,,8.01,5.97,626.7,125.264,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,1,,99.933,,131.88168334960938,7.5816808,,8.37,,16.751,13533376512,1353337.7,1286966.1,861,314.2007,,,7.9,4.89,626.8,76.347,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,2,,99.933,,131.78184509277344,7.5873789,,8.377,,14.478,13533376512,1353337.7,1286966.1,861,314.2007,,,7.86,4.96,626.0,76.417,bb380a795cd44062da32056f57301d3566b0f422
diskann,sift10m,diskann_uint8_pq64,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,3,,99.933,,131.43157958984375,7.607601,,8.418,,15.671,13533376512,1353337.7,1286966.1,861,314.2007,,,7.97,4.94,626.4,76.62,bb380a795cd44062da32056f57301d3566b0f422
tapeann,sift10m,tape_int8,warm,,"{""probes"": 45}",1,1,95.03,93.388,,701.8983,1.4247,1.2595,2.4712,3.6292,4.4153,1667813376,166781.3,7937375.4,4509,45.0,,116950412,6.96,15.67,110.5,15.945,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 45}",1,2,95.03,93.388,,705.8803,1.4167,1.2524,2.451,3.5421,4.5676,0,0.0,7937375.4,4509,45.0,,116952507,6.91,15.11,110.5,15.409,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 45}",1,3,95.03,93.388,,709.9268,1.4086,1.2421,2.4503,3.5577,4.7537,0,0.0,7937375.4,4509,45.0,,116952507,6.9,14.96,110.8,15.272,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 55}",1,1,96.0,94.601,,569.4304,1.7561,1.5602,3.0279,4.418,5.1572,0,0.0,9636473.7,4509,55.0,,149647910,8.56,18.7,119.5,18.969,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 55}",1,2,96.0,94.601,,575.5683,1.7374,1.5412,3.0265,4.3552,5.2945,0,0.0,9636473.7,4509,55.0,,149647910,8.51,18.5,118.8,18.831,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 55}",1,3,96.0,94.601,,573.9498,1.7423,1.5471,2.9761,4.3243,5.1795,0,0.0,9636473.7,4509,55.0,,149647910,8.43,18.51,119.8,18.784,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 60}",1,1,96.38,95.09,,509.5749,1.9624,1.7574,3.3501,4.8036,5.6185,0,0.0,10477979.2,4509,60.0,,166551031,9.62,20.84,123.5,21.087,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 60}",1,2,96.38,95.09,,515.9113,1.9383,1.7366,3.2972,4.7547,5.9676,0,0.0,10477979.2,4509,60.0,,166551031,9.4,20.62,123.2,20.868,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 60}",1,3,96.38,95.09,,523.893,1.9088,1.7066,3.2946,4.683,5.6322,0,0.0,10477979.2,4509,60.0,,166551031,9.26,20.24,124.0,20.534,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 65}",1,1,96.67,95.481,,470.2196,2.1267,1.8969,3.6676,5.1895,6.2521,0,0.0,11318886.8,4509,65.0,,183735808,10.33,22.58,128.2,22.841,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 65}",1,2,96.67,95.481,,466.8469,2.142,1.9054,3.6807,5.1959,6.03,0,0.0,11318886.8,4509,65.0,,183735808,10.48,22.74,128.0,23.002,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 65}",1,3,96.67,95.481,,459.2617,2.1774,1.9386,3.7967,5.2546,6.4008,0,0.0,11318886.8,4509,65.0,,183735808,10.7,23.14,128.0,23.361,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 80}",1,1,97.32,96.403,,388.4331,2.5744,2.3074,4.3974,6.0891,7.1551,0,0.0,13823243.5,4509,80.0,,237039023,12.39,27.48,141.8,27.642,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 80}",1,2,97.32,96.403,,389.2794,2.5688,2.2972,4.3838,6.0474,7.1057,0,0.0,13823243.5,4509,80.0,,237039023,12.29,27.35,142.0,27.528,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 80}",1,3,97.32,96.403,,382.695,2.613,2.3342,4.4421,6.1789,7.363,0,0.0,13823243.5,4509,80.0,,237039023,12.67,27.73,141.8,27.97,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 90}",1,1,97.68,96.835,,334.8198,2.9867,2.6797,5.0311,6.8802,8.3273,0,0.0,15486324.3,4509,90.0,,274056730,14.48,31.68,151.0,31.856,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 90}",1,2,97.68,96.835,,315.3763,3.1708,2.8566,5.336,7.2193,8.5646,0,0.0,15486324.3,4509,90.0,,274056730,15.63,33.6,149.8,33.88,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,warm,,"{""probes"": 90}",1,3,97.68,96.835,,326.3387,3.0643,2.7532,5.1804,6.994,8.0676,0,0.0,15486324.3,4509,90.0,,274056730,14.99,32.72,150.5,32.868,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 45}",1,1,95.03,93.388,,561.9244,1.7796,1.61,2.97,4.1031,5.7619,5916463104,591646.3,7937375.4,4714,45.0,,116172471,7.31,17.88,110.2,18.214,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 45}",1,2,95.03,93.388,,569.4732,1.756,1.582,2.9521,4.0106,5.5461,6072139776,607214.0,7937375.4,4714,45.0,,116210601,7.09,17.62,110.0,17.985,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 45}",1,3,95.03,93.388,,558.8347,1.7894,1.6121,3.0207,4.0819,6.1334,5920133120,592013.3,7937375.4,4714,45.0,,116162425,7.36,18.02,109.5,18.345,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 55}",1,1,96.0,94.601,,465.3563,2.1489,1.9447,3.5609,4.8267,6.5403,7479865344,747986.5,9636473.7,4714,55.0,,148656317,8.73,21.58,118.5,21.905,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 55}",1,2,96.0,94.601,,460.1462,2.1732,1.9668,3.6221,4.8114,6.4856,7385538560,738553.9,9636473.7,4714,55.0,,148662047,8.74,21.9,118.8,22.143,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 55}",1,3,96.0,94.601,,471.4318,2.1212,1.9163,3.5335,4.7849,6.7663,7388139520,738814.0,9636473.7,4714,55.0,,148675980,8.58,21.27,119.2,21.66,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 60}",1,1,96.38,95.09,,430.0564,2.3253,2.1054,3.8531,5.1914,7.0896,8053334016,805333.4,10477979.2,4714,60.0,,165378955,9.31,23.39,123.8,23.67,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 60}",1,2,96.38,95.09,,428.0574,2.3361,2.1192,3.8813,5.0835,6.9576,7976243200,797624.3,10477979.2,4714,60.0,,165460015,9.4,23.53,124.0,23.775,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 60}",1,3,96.38,95.09,,426.7334,2.3434,2.1234,3.9146,5.2039,6.9993,7980269568,798027.0,10477979.2,4714,60.0,,165477454,9.44,23.6,124.0,23.846,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 65}",1,1,96.67,95.481,,396.7653,2.5204,2.2875,4.127,5.6127,8.3742,8890179584,889018.0,11318886.8,4714,65.0,,182375243,10.07,25.38,127.8,25.63,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 65}",1,2,96.67,95.481,,395.2895,2.5298,2.2975,4.1723,5.5541,7.515,8883318784,888331.9,11318886.8,4714,65.0,,182393025,10.22,25.41,128.2,25.708,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 65}",1,3,96.67,95.481,,398.5124,2.5093,2.2751,4.1667,5.6421,7.3602,8873050112,887305.0,11318886.8,4714,65.0,,182398795,10.08,25.22,128.0,25.519,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 80}",1,1,97.32,96.403,,320.3063,3.122,2.8626,5.08,6.6387,8.3293,11381743616,1138174.4,13823243.5,4714,80.0,,235292531,12.41,31.27,142.0,31.635,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 80}",1,2,97.32,96.403,,322.7922,3.098,2.838,5.0372,6.4891,8.1127,11375857664,1137585.8,13823243.5,4714,80.0,,235335408,12.3,31.06,141.5,31.448,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
tapeann,sift10m,tape_int8,ram_capped_1p5gb,1610612736,"{""probes"": 80}",1,3,97.32,96.403,,320.6209,3.1189,2.8547,5.013,6.7692,9.7242,11369340928,1136934.1,13823243.5,4714,80.0,,235318899,12.42,31.29,142.0,31.618,cf5264398f8c9d64bfbd2d8ad4aab44d73f0f0af
