algo,variant,dataset,mode,ram_cap_bytes,params_json,threads,n_trials,recall10_median,recall10_iqr,mean_ms_median,mean_ms_iqr,qps_median,qps_iqr,bytes_read_per_query_median,bytes_read_per_query_iqr,ios_per_query_median,ios_per_query_iqr,p99_ms_median,p99_ms_iqr,pareto_group
diskann,diskann_uint8_pq32,sift10m,ram_capped_4gb,4294967296,"{""L"": 150, ""W"": 1}",1,1,99.573,0.0,11.0393,0.0,90.5779,0.0,674066.0,0.0,156.2161,0.0,,,diskann|diskann_uint8_pq32|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq32,sift10m,ram_capped_4gb,4294967296,"{""L"": 150, ""W"": 2}",1,1,99.581,0.0,6.4556,0.0,154.8834,0.0,686630.9,0.0,159.2673,0.0,,,diskann|diskann_uint8_pq32|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq32,sift10m,ram_capped_4gb,4294967296,"{""L"": 150, ""W"": 4}",1,1,99.594,0.0,4.0633,0.0,246.0548,0.0,712765.8,0.0,165.6202,0.0,,,diskann|diskann_uint8_pq32|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq32,sift10m,ram_capped_4gb,4294967296,"{""L"": 200, ""W"": 1}",1,1,99.752,0.0,14.5555,0.0,68.6981,0.0,878347.5,0.0,206.0454,0.0,,,diskann|diskann_uint8_pq32|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq32,sift10m,ram_capped_4gb,4294967296,"{""L"": 200, ""W"": 2}",1,1,99.753,0.0,8.74,0.0,114.4052,0.0,890173.0,0.0,208.9993,0.0,,,diskann|diskann_uint8_pq32|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq32,sift10m,ram_capped_4gb,4294967296,"{""L"": 200, ""W"": 4}",1,1,99.756,0.0,5.1914,0.0,192.5933,0.0,915695.2,0.0,215.1634,0.0,,,diskann|diskann_uint8_pq32|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 10, ""W"": 2}",1,1,80.513,0.0,0.7296,0.0,1369.2135,0.0,142441.7,0.0,22.1348,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 10, ""W"": 4}",1,1,82.363,0.0,0.6255,0.0,1596.9426,0.0,152632.5,0.0,30.616,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 20, ""W"": 1}",1,1,90.859,0.0,1.6887,0.0,591.9103,0.0,175811.8,0.0,27.5218,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 20, ""W"": 2}",1,1,91.358,0.0,1.0998,0.0,908.6324,0.0,179208.6,0.0,31.2852,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 20, ""W"": 4}",1,1,92.266,0.0,0.8351,0.0,1196.3374,0.0,187129.4,0.0,39.2391,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 30, ""W"": 1}",1,1,94.519,0.0,2.3354,0.0,428.0475,0.0,214385.9,0.0,37.1425,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 30, ""W"": 2}",1,1,94.757,0.0,1.4778,0.0,676.3343,0.0,216978.2,0.0,40.7224,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 30, ""W"": 4}",1,1,95.198,0.0,1.0504,0.0,951.3641,0.0,223764.9,0.0,48.2827,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 50, ""W"": 1}",1,1,97.377,0.0,3.6809,0.0,271.6097,0.0,292613.7,0.0,56.6571,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 50, ""W"": 2}",1,1,97.445,0.0,2.2475,0.0,444.7868,0.0,294708.4,0.0,60.0557,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 50, ""W"": 4}",1,1,97.612,0.0,1.4886,0.0,671.4087,0.0,299577.8,0.0,67.1217,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 75, ""W"": 1}",1,1,98.709,0.0,5.3985,0.0,185.2085,0.0,391706.6,0.0,81.3783,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 75, ""W"": 2}",1,1,98.716,0.0,3.2182,0.0,310.6525,0.0,393284.0,0.0,84.6177,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 75, ""W"": 4}",1,1,98.79,0.0,2.0592,0.0,485.4262,0.0,397149.0,0.0,91.3884,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 100, ""W"": 1}",1,1,99.246,0.0,7.0937,0.0,140.9518,0.0,491097.7,0.0,106.1961,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 100, ""W"": 2}",1,1,99.257,0.0,4.193,0.0,238.4463,0.0,492400.6,0.0,109.3272,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 100, ""W"": 4}",1,1,99.281,0.0,2.6362,0.0,379.2078,0.0,495568.1,0.0,115.8746,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 150, ""W"": 1}",1,1,99.682,0.0,10.5306,0.0,94.9532,0.0,690427.9,0.0,155.9483,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 150, ""W"": 2}",1,1,99.687,0.0,6.1646,0.0,162.1929,0.0,691334.3,0.0,158.9551,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 150, ""W"": 4}",1,1,99.693,0.0,3.7948,0.0,263.4584,0.0,693690.4,0.0,165.2203,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 200, ""W"": 1}",1,1,99.834,0.0,13.9229,0.0,71.8193,0.0,889847.4,0.0,205.7883,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 200, ""W"": 2}",1,1,99.838,0.0,8.1402,0.0,122.8324,0.0,890622.8,0.0,208.7156,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,warm,,"{""L"": 200, ""W"": 4}",1,1,99.841,0.0,4.9358,0.0,202.5644,0.0,892437.3,0.0,214.7876,0.0,,,diskann|diskann_uint8_pq64|sift10m|warm||1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 10, ""W"": 1}",1,1,79.234,0.0,1.3902,0.0,718.9274,0.0,140399.4,0.0,18.0949,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 10, ""W"": 2}",1,1,80.513,0.0,1.0245,0.0,975.416,0.0,157018.9,0.0,22.1348,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 10, ""W"": 4}",1,1,82.363,0.0,0.9463,0.0,1055.9172,0.0,191786.6,0.0,30.616,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 20, ""W"": 1}",1,1,90.859,0.0,2.0688,0.0,483.1987,0.0,179116.0,0.0,27.5218,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 20, ""W"": 2}",1,1,91.358,0.0,1.4068,0.0,710.4532,0.0,194530.5,0.0,31.2852,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 20, ""W"": 4}",1,1,92.266,0.0,1.1586,0.0,862.5838,0.0,227039.2,0.0,39.2391,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 30, ""W"": 1}",1,1,94.519,0.0,2.7822,0.0,359.3283,0.0,218522.8,0.0,37.1425,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 30, ""W"": 2}",1,1,94.757,0.0,1.7762,0.0,562.7782,0.0,233085.3,0.0,40.7224,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 30, ""W"": 4}",1,1,95.198,0.0,1.377,0.0,725.8374,0.0,263791.8,0.0,48.2827,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 50, ""W"": 1}",1,1,97.377,0.0,4.1341,0.0,241.8427,0.0,298392.0,0.0,56.6571,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 50, ""W"": 2}",1,1,97.445,0.0,2.5609,0.0,390.3742,0.0,312370.8,0.0,60.0557,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 50, ""W"": 4}",1,1,97.612,0.0,1.8309,0.0,545.9597,0.0,341313.1,0.0,67.1217,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 75, ""W"": 1}",1,1,98.709,0.0,5.8994,0.0,169.4854,0.0,399708.6,0.0,81.3783,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 75, ""W"": 2}",1,1,98.716,0.0,3.5567,0.0,281.0963,0.0,412977.2,0.0,84.6177,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 75, ""W"": 4}",1,1,98.79,0.0,2.4155,0.0,413.8557,0.0,440709.5,0.0,91.3884,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 100, ""W"": 1}",1,1,99.246,0.0,7.7263,0.0,129.4128,0.0,501342.2,0.0,106.1961,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 100, ""W"": 2}",1,1,99.257,0.0,4.5612,0.0,219.2022,0.0,513989.4,0.0,109.3272,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 100, ""W"": 4}",1,1,99.281,0.0,3.249,0.0,307.709,0.0,540983.7,0.0,115.8746,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 150, ""W"": 1}",1,1,99.682,0.0,11.127,0.0,89.8645,0.0,705120.3,0.0,155.9483,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 150, ""W"": 2}",1,1,99.687,0.0,6.5545,0.0,152.5457,0.0,717462.7,0.0,158.9551,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 150, ""W"": 4}",1,1,99.693,0.0,4.1292,0.0,242.1248,0.0,742955.0,0.0,165.2203,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 200, ""W"": 1}",1,1,99.834,0.0,14.572,0.0,68.6205,0.0,909291.9,0.0,205.7883,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 200, ""W"": 2}",1,1,99.838,0.0,8.5014,0.0,117.6156,0.0,921282.6,0.0,208.7156,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
diskann,diskann_uint8_pq64,sift10m,ram_capped_4gb,4294967296,"{""L"": 200, ""W"": 4}",1,1,99.841,0.0,5.313,0.0,188.187,0.0,945915.9,0.0,214.7876,0.0,,,diskann|diskann_uint8_pq64|sift10m|ram_capped_4gb|4294967296|1
