algo,variant,dataset,mode,ram_cap_bytes,params_json,threads,n_trials,recall10_median,recall10_iqr,mean_ms_median,mean_ms_iqr,qps_median,qps_iqr,bytes_read_per_query_median,bytes_read_per_query_iqr,bytes_per_query_app_median,bytes_per_query_app_iqr,ios_per_query_median,ios_per_query_iqr,p95_ms_median,p95_ms_iqr,p99_ms_median,p99_ms_iqr,p999_ms_median,p999_ms_iqr
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,3,98.336,0.0,3.4898,0.0052,286.481,0.4221,382321.9,263.3,347989.2,0.0,84.9583,0.0,3.801,0.008,,,8.503,0.124
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,3,98.393,0.0,2.3426,0.0069,426.7298,1.2633,410398.3,315.0,376085.7,0.0,91.8178,0.0,2.62,0.018,,,6.548,0.539
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,3,99.044,0.0,7.5405,0.0783,132.6016,1.3693,470332.2,99.9,436082.7,0.0,106.4655,0.0,7.963,0.055,,,55.907,33.277
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,3,99.049,0.0,4.487,0.0205,222.8243,1.0197,483284.6,292.1,449121.1,0.0,109.6487,0.0,4.877,0.069,,,9.809,1.021
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,3,99.08,0.0,2.9206,0.0026,342.2991,0.2994,510486.9,257.2,476332.4,0.0,116.2921,0.0,3.23,0.028,,,7.281,1.614
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,3,99.573,0.0,11.023,0.0286,90.7125,0.2354,674231.5,178.6,639861.1,0.0,156.2161,0.0,11.619,0.045,,,80.874,13.33
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,3,99.581,0.0,6.4384,0.0062,155.2986,0.149,686629.7,326.8,652358.9,0.0,159.2673,0.0,6.947,0.041,,,12.335,0.921
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,3,99.594,0.0,4.0559,0.1044,246.5025,6.2001,712250.6,367.4,678380.3,0.0,165.6202,0.0,4.461,0.109,,,8.766,17.381
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,3,99.752,0.0,14.5252,0.0287,68.8414,0.1357,878231.1,110.6,843962.0,0.0,206.0454,0.0,15.361,0.03,,,87.712,45.973
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,3,99.753,0.0,8.397,0.0141,119.077,0.1989,890424.1,29.5,856061.1,0.0,208.9993,0.0,9.047,0.035,,,15.25,0.701
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,3,99.756,0.0,5.184,0.025,192.8688,0.9294,915679.6,231.1,881309.3,0.0,215.1634,0.0,5.661,0.067,,,11.334,0.922
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,3,99.89,0.0,21.4922,0.0052,46.5263,0.0113,1286939.4,154.4,1252669.4,0.0,305.8275,0.0,22.787,0.099,,,115.24,20.083
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,3,99.889,0.0,12.3277,0.0094,81.1118,0.0621,1298654.0,4.5,1264284.5,0.0,308.6632,0.0,13.208,0.034,,,22.033,0.762
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,3,99.891,0.0,7.4734,0.0137,133.7922,0.2448,1322483.7,492.0,1288393.1,0.0,314.5491,0.0,8.197,0.085,,,14.128,2.175
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 1}",1,3,79.234,0.0,1.3371,0.0242,747.4711,13.3304,140473.5,116.7,74116.7,0.0,18.0949,0.0,1.693,0.032,,,5.539,0.763
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 2}",1,3,80.513,0.0,1.0142,0.0091,985.2972,8.85,157032.4,0.0,90664.1,0.0,22.1348,0.0,1.296,0.025,,,3.591,0.233
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 4}",1,3,82.363,0.0,0.9457,0.0026,1056.6318,2.9375,191729.7,135.6,125403.1,0.0,30.616,0.0,1.186,0.005,,,3.865,0.252
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 1}",1,3,90.859,0.0,2.0581,0.0527,485.7073,12.6053,179075.1,178622.1,112729.3,0.0,27.5218,0.0,2.367,0.055,,,7.745,1.751
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 2}",1,3,91.358,0.0,1.391,0.0148,718.502,7.5876,194495.7,180.3,128144.2,0.0,31.2852,0.0,1.675,0.041,,,4.641,0.073
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 4}",1,3,92.266,0.0,1.157,0.0124,863.7787,9.2951,227094.5,26.2,160723.4,0.0,39.2391,0.0,1.415,0.032,,,4.106,0.709
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 1}",1,3,94.519,0.0,2.7661,0.0229,361.4171,2.9779,218504.8,105.6,152135.7,0.0,37.1425,0.0,3.1,0.032,,,48.802,20.688
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 2}",1,3,94.757,0.0,1.7712,0.0286,564.3433,9.0487,233000.1,37.3,166799.0,0.0,40.7224,0.0,2.043,0.059,,,5.086,1.071
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 4}",1,3,95.198,0.0,1.369,0.0095,730.0434,5.0493,264137.1,160.1,197765.9,0.0,48.2827,0.0,1.615,0.024,,,4.866,0.853
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 1}",1,3,97.377,0.0,4.1123,0.0628,243.1224,3.7082,298439.1,117.2,232067.5,0.0,56.6571,0.0,4.431,0.044,,,22.23,30.039
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 2}",1,3,97.445,0.0,2.5569,0.0421,390.9803,6.3566,312359.3,0.4,245988.1,0.0,60.0557,0.0,2.824,0.072,,,7.188,2.963
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 4}",1,3,97.612,0.0,1.8174,0.0062,549.9894,1.8909,341198.8,153.2,274930.5,0.0,67.1217,0.0,2.076,0.021,,,5.617,0.292
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 1}",1,3,98.709,0.0,5.8812,0.0194,170.0099,0.5616,399696.3,71.3,333325.5,0.0,81.3783,0.0,6.29,0.087,,,44.634,31.761
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,3,98.716,0.0,3.5405,0.0078,282.3812,0.6247,412965.3,412276.3,346594.1,0.0,84.6177,0.0,3.877,0.011,,,7.767,0.076
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,3,98.79,0.0,2.396,0.0151,417.2248,2.6307,440331.1,326.0,374326.9,0.0,91.3884,0.0,2.7,0.074,,,6.975,0.52
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,3,99.246,0.0,7.6208,0.0257,131.2047,0.4422,501340.2,125.3,434979.2,0.0,106.1961,0.0,8.089,0.036,,,66.157,28.117
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,3,99.257,0.0,4.5404,0.0293,220.2059,1.4233,513944.8,275.3,447804.2,0.0,109.3272,0.0,4.946,0.048,,,10.205,0.745
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,3,99.281,0.0,2.9768,0.0153,335.8372,1.7186,540806.8,345.3,474622.4,0.0,115.8746,0.0,3.334,0.044,,,7.733,0.782
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,3,99.682,0.0,11.1151,0.0271,89.9606,0.2198,705135.8,145.8,638764.2,0.0,155.9483,0.0,11.809,0.085,,,62.205,26.153
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,3,99.687,0.0,6.5347,0.0158,153.0096,0.3706,717451.7,0.8,651080.1,0.0,158.9551,0.0,7.141,0.035,,,12.736,2.422
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,3,99.693,0.0,4.1363,0.0256,241.7136,1.5017,743113.5,54.9,676742.3,0.0,165.2203,0.0,4.565,0.058,,,9.427,1.924
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,3,99.834,0.0,14.6064,0.0684,68.4587,0.3197,909169.9,113.5,842908.9,0.0,205.7883,0.0,15.496,0.061,,,82.842,16.651
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,3,99.838,0.0,8.4886,0.0336,117.7928,0.4646,921248.2,206.9,854899.1,0.0,208.7156,0.0,9.198,0.024,,,15.579,2.641
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,3,99.841,0.0,5.2968,0.0262,188.7636,0.9383,945805.3,945582.5,879770.0,0.0,214.7876,0.0,5.862,0.108,,,12.506,1.511
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,3,99.932,0.0,21.6363,0.0375,46.2165,0.0801,1318001.0,61.5,1251629.5,0.0,305.5736,0.0,22.962,0.232,,,92.093,21.345
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,3,99.933,0.0,12.4723,0.0471,80.1718,0.3036,1329465.3,293.7,1263135.9,0.0,308.3828,0.0,13.433,0.055,,,24.076,0.635
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,3,99.933,0.0,7.5874,0.0259,131.7818,0.4501,1353337.7,0.0,1286966.1,0.0,314.2007,0.0,8.377,0.048,,,15.671,2.273
